Código,Nombre,Dirección,C.P.,Municipio,Pedanía,Teléfono,Fax,Email,URL Real,URL Corta,Latitud,Longitud,Descripción,Foto 1,Foto 2,Foto 3,Foto 4,Foto 5,Foto 6,Foto 7,Foto 8,Foto 9,Foto 10,Foto 11,Foto 12,Foto 13,Foto 14
8738,Museo Aeronáutico Tiflológico (MAT),Paseo Colón,30720,San Javier,SANTIAGO DE LA RIBERA,,,,https://ciudaddelaire.sanjavier.es/,,-8.011.296,378.029.669,"<p><strong>MUSEO TIFLOL&Oacute,GICO SAN JAVIER</strong></p><p>&nbsp,</p><p>El Museo Aeron&aacute,utico Tiflol&oacute,gico (M&Lambda,T) es un nuevo espacio al aire libre, accesible para todo tipo de p&uacute,blico y adaptado a personas con discapacidad visual o auditiva, en el que la informaci&oacute,n llega al visitante tanto por el canal tradicional de la vista como por el tacto. Para favorecer la comprensi&oacute,n y disfrute del museo por el usuario, el M&Lambda,T utiliza un sistema por c&oacute,digo QR de f&aacute,cil instalaci&oacute,n, que facilita el acceso inmediato al contenido de todas las piezas que componen el museo, ofreciendo al visitante informaci&oacute,n detallada de cada una de las maquetas expuestas a lo largo de todo el recorrido.</p><p>&nbsp,</p><p>La relaci&oacute,n de San Javier con la aeron&aacute,utica es tan estrecha como antigua. El primer campo de vuelo del municipio se remonta a 1920 cuando la Armada Espa&ntilde,ola decidi&oacute, construir su primera base aeronaval en Santiago de la Ribera como centro principal de la Aeron&aacute,utica Naval Espa&ntilde,ola. Tras la Guerra Civil, en julio de 1943 se crea la Academia General del Aire con la finalidad de unificar la formaci&oacute,n de los oficiales del Ej&eacute,rcito del Aire y se decide su ubicaci&oacute,n en las instalaciones militares del municipio de San Javier. El mantenimiento ininterrumpido de la actividad a&eacute,rea durante m&aacute,s de un siglo y su prestigio como escuela de vuelo convierten a la base a&eacute,rea militar de San Javier en todo un referente mundial.</p><p>&nbsp,</p><p>La persistencia de la cultura aeron&aacute,utica en el municipio de San Javier y sus habitantes se explica no solo por la convivencia y la admiraci&oacute,n popular por la Aviaci&oacute,n si no tambi&eacute,n por los componentes sentimentales y socioecon&oacute,micos que conlleva la llegada del Ej&eacute,rcito del Aire al municipio.</p><p>&nbsp,</p><p>La prosperidad iniciada en los a&ntilde,os 20 con la llegada de la Aeron&aacute,utica Naval en lo que entonces era un peque&ntilde,o n&uacute,cleo de pescadores, se acrecent&oacute, con la instalaci&oacute,n de la Academia General del Aire que impuls&oacute, el crecimiento no solo de Santiago de la Ribera sino de todo el municipio, gracias a la modernizaci&oacute,n de infraestructuras b&aacute,sicas y abastecimiento. La llegada del Ej&eacute,rcito del Aire supuso la construcci&oacute,n de la colonia &ldquo,Julio Ruiz de Alda&rdquo,, as&iacute, como de nuevos colegios e institutos y la dotaci&oacute,n de nuevos servicios para acoger el incremento de poblaci&oacute,n que conllevaba la instalaci&oacute,n de la AGA en el municipio de San Javier.</p><p>&nbsp,</p><p>La aeron&aacute,utica en San Javier ha vivido grandes hitos como la celebraci&oacute,n del Festival Aire06, organizado por el Ejercito del Aire en las playas de Santiago de la Ribera que congreg&oacute, a m&aacute,s de 500.000 personas y m&aacute,s de cien aviones en un festival que consigui&oacute, el premio al Mejor Festival A&eacute,reo de Europa en 2006 concedido por el Consejo Europeo de Exhibiciones A&eacute,reas. La celebraci&oacute,n del 75 Aniversario de la AGA celebrado en 2018, constituy&oacute, una muestra m&aacute,s de la estrecha relaci&oacute,n entre la instituci&oacute,n militar y el Ayuntamiento de San Javier, con la celebraci&oacute,n de una serie de actos conjuntos, que culminaron en otro multitudinario festival a&eacute,reo, que contribuy&oacute, en la consolidaci&oacute,n de San Javier como centro de la cultura aeron&aacute,utica en Espa&ntilde,a.</p><p>&nbsp,</p><p>La historia de la Aviaci&oacute,n Espa&ntilde,ola est&aacute, &iacute,ntimamente ligada al municipio de San Javier y concretamente a la localidad de Santiago de la Ribera cuyas magn&iacute,ficas condiciones de vuelo ha permitido que desde 1920 (cuando lleg&oacute, la Aeron&aacute,utica Naval) hasta 2020 se hayan realizado m&aacute,s de un mill&oacute,n de horas vuelo sobre sus cielos. Un siglo de relaci&oacute,n entre San Javier y la aeron&aacute,utica que quedan reflejados en este M&Lambda,T al aire libre.</p><p>&nbsp,</p><p>Las piezas que componen actualmente el M&Lambda,T son un photocall tridimensional, cinco maquetas de los aviones m&aacute,s caracter&iacute,sticos a lo largo de la historia de la base a&eacute,rea: Dornier J &ldquo,Wal&rdquo,, Beechcraft T-34 &ldquo,Mentor&rdquo,, North American T-6 &ldquo,Texan&rdquo,, Hispano Ha-200 &ldquo,Saeta&rdquo, y el CASA C-101 &ldquo,Mirlo&rdquo,, y cinco bancos dise&ntilde,ados para recoger la esencia de cada uno de los aviones reproduciendo el color y escarapela aeron&aacute,utica que los caracteriza visualmente.</p><p>&nbsp,</p><p>El photocall tridimensional es un espacio en el que los visitantes podr&aacute,n inmortalizar el momento para tener un recuerdo imborrable en familia de su estancia en Santiago de la Ribera. Representa a una familia de pilotos, aprovechando la coincidencia real de un matrimonio de pilotos en activo como miembros de la Patrulla &Aacute,guila, con la que San Javier quiere destacar la presencia en el Ej&eacute,rcito de hombres y mujeres comprometidos con Espa&ntilde,a y homenajear, de manera simb&oacute,lica, a la &ldquo,familia militar&rdquo,.</p><p>&nbsp,</p><p>La exposici&oacute,n comienza con el tipo de avi&oacute,n distintivo en la &eacute,poca de la Base Aeronaval (1920-1939), el hidroavi&oacute,n, entre los que destac&oacute, el alem&aacute,n Dornier J &ldquo,Wal&rdquo, que fue uno de los aviones m&aacute,s conocidos en ese periodo, manteni&eacute,ndose en vuelo hasta el final de la Guerra Civil. El &ldquo,Wal&rdquo, protagoniz&oacute, varias haza&ntilde,as como ser el primer avi&oacute,n en llegar al Polo Norte, con Ronald Amundsen. Otro de los hitos de este avi&oacute,n lo protagonizaron los espa&ntilde,oles Ram&oacute,n Franco, Julio Ruiz de Alda, Pablo Rada y Juan Manuel Dur&aacute,n en 1926 cuando atravesaron el Atl&aacute,ntico Sur recorriendo 10.270 kil&oacute,metros.</p><p>&nbsp,</p><p>En 1958 la Academia recibi&oacute, el Beechcraft T-34 &ldquo,Mentor&rdquo, que demostrar&aacute, ser uno de los mejores aviones de ense&ntilde,anza de la historia de San Javier. En &eacute,l se formaron como pilotos los reyes Juan Carlos I , en el primer a&ntilde,o de operaci&oacute,n de este modelo, y el rey Felipe VI en 1989, &uacute,ltimo a&ntilde,o de operaci&oacute,n de la Mentor. Es considerado el avi&oacute,n m&aacute,s seguro de la historia de la Academia.</p><p>&nbsp,</p><p>En 1962 lleg&oacute, a la Academia General del Aire otro avi&oacute,n m&iacute,tico. El North American T-6 &ldquo,Texan&rdquo,, que se utiliz&oacute, sobre todo como avi&oacute,n de ense&ntilde,anza avanzada y de reconocimiento , participando en los conflictos de Sidi Ifni y el Sahara. El &ldquo,Texan&rdquo, permaneci&oacute, en vuelo hasta el a&ntilde,o 1982 cunando fue sustituido por el C-101.</p><p>&nbsp,</p><p>En 1972 se potenci&oacute, la formaci&oacute,n de vuelo de la Academia al recibir el avi&oacute,n Hispano Ha-200 Saeta, primera avi&oacute,n a reacci&oacute,n fabricado en Espa&ntilde,a, con dos turbinas , una cabina biplaza en t&aacute,ndem y una velocidad de crucero de 600 km/h. En Espa&ntilde,a el Saeta estuvo operativo entre 1962 y 1981, siendo la AGA la &uacute,ltima unidad dotada con este modelo de avi&oacute,n.</p><p>&nbsp,</p><p>En el a&ntilde,o 1980 lleg&oacute, a la AGA el avi&oacute,n CASA C-101 &ldquo,Mirlo&rdquo,, de fabricaci&oacute,n espa&ntilde,ola, que supuso un gran salto cualitativo en la ense&ntilde,anza de vuelo y que se ha convertido en el avi&oacute,n que m&aacute,s tiempo ha estado operativo en la AGA. El C-101, que est&aacute, considerado como un excelente entrenador de vuelo y que llega a alcanzar la velocidad de 770km/h pasar&aacute, a la historia por impulsar la creaci&oacute,n de la c&eacute,lebre Patrulla &Aacute,guila. En 1985, un grupo de profesores, aprovechando las capacidades del C-101, decidi&oacute, crear un equipo acrob&aacute,tico que se bautiz&oacute, como Patrulla &Aacute,guila y que desde entonces ha incrementado el prestigio de la Academia General del Aire representando al Ej&eacute,rcito del Aire y llevando el nombre de San Javier por el Mundo.</p><p>&nbsp,</p><p>&nbsp,</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8738-1p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8738-4p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8738-3p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8738-2p_g.jpg,,,,,,,,,,
82,Museo al aire libre: 'Ceutí a Cielo Abierto',Sin domicilio (recorrido por la localidad),30562,Ceutí,CEUTI,968 692 540,,,,,-1.272.254,380.800.864,"<strong>Obras situadas en edificios p&uacute,blicos:</strong><br>  Ayuntamiento de Ceut&iacute,: <br>  - Desnudos en bronce (Jos&eacute, Planes)<br>  - El violinista (Paco Bar&oacute,n)<br>  Centro Cultural:<br>  - Vuelo rasante (Paco Bar&oacute,n)<br>  Biblioteca:<br>  - El cipr&eacute,s de Silos (Paco Bar&oacute,n)<br><br><strong>Obras situadas en espacios abiertos de reciente ubicaci&oacute,n: </strong><br>  - Torso (Eduardo Lastre)<br>  - Michelina (Fernando Bellver)<br>  - El Caballo de Troya (Pepe Yag&uuml,es)<br><br><strong>Obras situadas en la zona de Los Torraos:</strong><br>  - Murales costumbristas (Marisa Peagudo)<br>  - Monolito de entrada a Los Torraos (Diego Mirete)<br><br><strong>Otros autores con obra en el Pol&iacute,gono Industrial de Los Torraos:</strong><br>  - Jos&eacute, Noja y Jos&eacute, Luis S&aacute,nchez<br><br><strong>Obra situada en la salida a la autov&iacute,a de Murcia-Madrid:</strong><br>  - Zepti, espacio de luna (Antonio Mart&iacute,nez Torres)<br>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/acampillo-laciclista_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/amtneztorres_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/belzunce-mural3_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/carlosgm-eva_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/fbernal-elagricultor_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/josemolera_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ssusarte-homenajemuj_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/jplanes_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/maya2-mural_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/mompo-florero_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/oukaleele-mural_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ppyagues-mentefuente_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/rafaelcanogar-testa_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/joseplanes-cervantes_g.jpg
8,Museo Arqueológico,calle mayor nº 14,30420,Calasparra,CALASPARRA,968 745 325,968 745 325,oficinadeturismodecalasparra@gmail.com,http://turismocalasparra.es,,-1.696.370,38.231.335,"<p>Conserva y expone los restos de la cultura medieval hallados en el t&eacute,rmino municipal de la villa y su entorno, desde el Paleol&iacute,tico hasta la cultura musulmana del s. XIII.<br />El museo cuenta, con casi 700 objetos relacionados con la Arqueolog&iacute,a y las Ciencias Naturales.<br /><br />Destacan, dentro de la colecci&oacute,n arqueol&oacute,gica, los hallazgos isl&aacute,micos del <strong>yacimiento de la Villa Vieja</strong>. De la colecci&oacute,n dedicada a las Ciencias Naturales hay abundantes f&oacute,siles y minerales.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000920011_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000920013_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8-6_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8-5_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000920014_g.jpg,,,,,,,,,
80,Museo Arqueológico - Factoría Romana de Salazones,C/ La Torre esq. San Ginés,30860,Mazarrón,PUERTO DE MAZARRÓN,968 59 52 42,,factoriaromanamazarron@hotmail.com,http://www.visitamazarron.com/es/,www.visitamazarron.com,-12.588.612,375.618.948,"<p>El Puerto de Mazarr&oacute,n constituy&oacute, durante la Antig&uuml,edad tard&iacute,a un importante centro econ&oacute,mico dentro del litoral murciano vinculado a la actividad pesquera.</p><p>Junto a las instalaciones portuarias se ubicaba (durante los siglos IV-V d.C.) una gran factor&iacute,a de salazones que ocupaba una amplia extensi&oacute,n al margen derecho de la bah&iacute,a.</p><p>El actual museo conserva parte de las estructuras de este importante complejo industrial fechado en &eacute,poca romana y destinado a la fabricaci&oacute,n de salazones y salsas de pescado.</p><p>La factor&iacute,a est&aacute, declarada Bien de Inter&eacute,s Cultural con Categor&iacute,a de Zona Arqueol&oacute,gica, mediante el Decreto n&ordm, 33/1995 de 12 de mayo (BORM n&ordm, 141 de 20/06/95), tanto por la entidad del conjunto romano, como por su extensi&oacute,n, adem&aacute,s de por su aporte al conocimiento de las bases econ&oacute,micas de la zona, durante la &eacute,poca imperial romana.</p><p>Esta Factor&iacute,a de Salazones es una muestra de la importancia que las industrias del pescado tuvieron en el per&iacute,odo romano, cuando los productos realizados en este tipo de empresas eran imprescindibles en toda la cocina del Imperio. Los elementos caracter&iacute,sticos comunes a todas las f&aacute,bricas eran las piletas o tanques de salaz&oacute,n, en las que se maceraba el pescado con sal y se realizaban diferentes productos como el denominado&nbsp,<em>Garum</em>, la m&aacute,s famosa de las salsas de pescado y que alcanzaba alt&iacute,simos precios en el mercado romano.</p><p>En el museo, adem&aacute,s de la exposici&oacute,n de los restos arqueol&oacute,gicos in situ de la Factor&iacute,a de Salazones, tambi&eacute,n se ofrece una exposici&oacute,n del rico patrimonio arqueol&oacute,gico con el que cuenta Mazarr&oacute,n y el Puerto de Mazarr&oacute,n.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/anforas_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/pasarela_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/armarios_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/ceraislam_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/anfora_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/paneles_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/pasarela2_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/tumbas_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/jarritafundacional_g.jpg,,,,,
5767,Museo Arqueológico Comarcal de Orihuela - MARQUO,"C/ Hospital, 3",3300,Orihuela,,966 74 31 54,,,http://www.orihuelaturistica.es,,-950.425,38.086.411,"<p>De Museo de Antig&uuml,edades del Colegio de Santo Domingo a Museo Arqueol&oacute,gico Comarcal de Orihuela. Lo que viene a continuaci&oacute,n es una transformaci&oacute,n poco com&uacute,n, pero que ha cosechado un gran &eacute,xito en esta urbe. El Museo de Antig&uuml,edades naci&oacute, en 1902 siendo obra del padre Julio Furg&uacute,s, del cual proceden parte de sus fondos. Desde que en 1970 se autorizase su construcci&oacute,n, comparti&oacute, varias ubicaciones. El museo ha pasado por el Palacio de Teodomiro, el Hospital Municipal, el palacio de Rubalcava, hasta llegar en 1997, a su sede actual: la iglesia de San Juan de Dios, templo construido a mediados del siglo XVIII. En su interior se encuentra el paso procesional El Triunfo de la Cruz, conocido como La Diablesa, realizado por Nicol&aacute,s de Bussy en 1694.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-5767-1_g.jpg,,,,,,,,,,,,,
12,Museo Arqueológico de Murcia,"Av. Alfonso X 'el Sabio', 7",30008,Murcia,MURCIA,968 23 46 02,,museosregiondemurcia@carm.es,www.museosregiondemurcia.es,,-1.130.467,37.989.721,"<p><span style='font-size:16px'>El Museo Arqueol&oacute,gico se encuentra en la Casa de la Cultura. Al principio se construy&oacute, como Palacio Provincial de Archivos, Bibliotecas y Museos, gracias a los arquitectos Luis Moya y Jos&eacute, Luis Le&oacute,n. Abri&oacute, sus puertas en 1956. Es el mejor museo para conocer lo m&aacute,s caracter&iacute,stico de la arqueolog&iacute,a regional.</span></p><p><span style='font-size:16px'>&Eacute,POCA: Siglo XX<br />ESTILO: Historicista</span></p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-12-5_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00002920016_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00002920017_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00002920018_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000029200116_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000029200111_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000029200113_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000029200114_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/000029200110_g.jpg,,,,,
99,Museo Arqueológico de Portmán,"C/ Caridad, s/n",,La Unión,,968 541 614,,,,,,,,,,,,,,,,,,,,,
,,turismo@ayto-launion.com,,,4163029,689600,"<p><strong>El edificio</strong>.- Construido en 1892 est&aacute, declarado como Bien de Inter&eacute,s Cultural. Fundado para atender a los heridos de la actividad minera, es de planta rectangular con capilla central y estancias circundantes para los internos. Con torre octogonal con c&uacute,pula semiesf&eacute,rica de la capilla y peque&ntilde,a linterna superior.<br /><br /><strong>La exposici&oacute,n</strong>.- En &eacute,l est&aacute,n expuestos parte de los mosaicos y pinturas sobre estuco, hallados en las excavaciones de la villa romana del siglo I-III d.C. de la huerta del &quot,Paturro&quot,. Los mosaicos de factura &quot,opus tesellatum&quot,, tienen como motivo central decorativo el pavo real y el rostro femenino y son una magn&iacute,fica muestra de este arte suntuario.</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/lorcaarqueologico_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/lorcaarqueologico2_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000320045_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000320044_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00000320043_g.jpg,,,,,,,,,,,,,,,
104,Museo Arqueológico los Baños,"C/ Sánchez Vidal, 5",30840,Alhama de Murcia,ALHAMA DE MURCIA,968 630 776,,museoarqueologico@alhamademurcia.es,http://www.museoalhamademurcia.es/,,-14.249.634,378.526.234,"<p>El Museo Arqueol&oacute,gico Los Ba&ntilde,os es un museo de sitio, creado para conservar y proteger los restos arqueol&oacute,gicos de los Ba&ntilde,os romanos de Alhama de Murcia, del siglo I d.C., mostrando espacios tem&aacute,ticos de las distintas culturas que los han reutilizado.</p><p>Su arquitectura constituye un ejemplo de conservaci&oacute,n del patrimonio, en un mismo complejo, de salas romanas, la reutilizaci&oacute,n de las mismas en el per&iacute,odo isl&aacute,mico y cristiano, hasta la construcci&oacute,n del nuevo balneario en el siglo XIX.</p><p>Sus restos arqueol&oacute,gicos fueron declarados en el a&ntilde,o 1983 Monumento Hist&oacute,rico-Art&iacute,stico de car&aacute,cter nacional (B.I.C) y en mayo de 2008 ha sido incluido en la Red de Museos de la Regi&oacute,n de Murcia.</p><p>A principios del siglo XX el balneario alcanza su mayor esplendor, recibiendo visitas tan ilustres como la de D. Santiago Ram&oacute,n y Cajal.</p><p>En el Museo se celebran actividades culturales durante todo el a&ntilde,o (representaciones, encuentros de corales, conciertos de m&uacute,sica cl&aacute,sica, exposiciones, conferencias,&hellip,).</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-104-1p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-104-2p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-104-3p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-104-4p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-104-9p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-104-6p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-104-7p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-104-8p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-104-5p_g.jpg,,,,,
8113,Museo Arqueológico Municipal Cayetano de Mergelina,"C/ España, nº 37. Palacio de los Ortega (Casa Municipal de Cultura)",30510,Yecla,YECLA,968 79 09 01,,casacultura.yecla@gmail.com,https://museoarqueologicodeyecla.org/,,-11.134.239,386.122.116,"<p>ACTUALMENTE CERRADO POR PREVENCI&Oacute,N DEL COVID-19</p><p>&nbsp,</p><p><span style='font-size:14px'>El&nbsp,</span><strong>Museo</strong><span style='font-size:14px'>&nbsp,cuenta con quinientos metros cuadrados de&nbsp,</span><strong>exposici&oacute,n permanente</strong><span style='font-size:14px'>&nbsp,divididos en cuatro &aacute,mbitos culturales:&nbsp,</span><strong>Monte Arab&iacute,</strong><span style='font-size:14px'>&nbsp,(Prehistoria),&nbsp,</span><strong>Cerro de los Santos</strong><span style='font-size:14px'>&nbsp,(Protohistoria o Prerromano),&nbsp,</span><strong>Torrejones</strong><span style='font-size:14px'>&nbsp,(Romanizaci&oacute,n) y&nbsp,</span><strong>Cerro del Castillo</strong><span style='font-size:14px'>&nbsp,(Edad Media: periodo isl&aacute,mico y periodo cristiano). A trav&eacute,s de sus doce salas se puede contemplar una magnifica selecci&oacute,n de piezas que dan buena cuenta de la riqueza arqueol&oacute,gica del t&eacute,rmino municipal de Yecla. El Museo</span><strong>&nbsp,se cre&oacute, en el a&ntilde,o 1983</strong><span style='font-size:14px'>&nbsp,siendo heredero de la&nbsp,</span><strong>antigua Colecci&oacute,n Arqueol&oacute,gica Municipal</strong><span style='font-size:14px'>&nbsp,constituida y mostrada en exposici&oacute,n permanente desde el&nbsp,</span><strong>a&ntilde,o 1958</strong><span style='font-size:14px'>.</span></p><p><span style='font-size:16px'>El edificio que alberga el Museo Arqueol&oacute,gico Municipal fue en su origen el antiguo Palacio de los Ortega. Construido a finales del siglo XVIII conserva buena parte de su estructura original. En el siglo XIX el edificio fue adquirido por la familia Portillo, que ocup&oacute, y remodel&oacute, la parte noble del palacio seg&uacute,n proyecto del arquitecto Justo Mill&aacute,n Espinosa (1888.) Las vidrieras, donde se representan los blasones de la familia, est&aacute,n fechadas en 1909 y constituyen una buena de este tipo de piezas ornamentales muy del gusto de principios del XX. Se fabricaron y adquirieron en talleres Maumejean de San Sebasti&aacute,n. En el a&ntilde,o 1983 cuando el Ayuntamiento de Yecla adquiri&oacute, el inmueble y lo rehabilit&oacute, como Casa Municipal de Cultura, albergando no solo en Museo Arqueol&oacute,gico Municipal sino tambi&eacute,n la Biblioteca P&uacute,blica Municipal y el Archivo Hist&oacute,rico Municipal.</span></p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8113-2p_g.png,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8113-7p_g.JPG,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8113-6p_g.JPG,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8113-4p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-8113-5p_g.JPG,,,,,,,,,
53,Museo Arqueológico Municipal de Águilas.,"C/ Conde de Aranda, 5",30880,Águilas,AGUILAS,968 493 287,,museo@ayuntamientodeaguilas.org,www.aguilas.es,,-15.848.797,374.046.067,"<p>Creado en el a&ntilde,o 2000, el museo alberga materiales expuestos desde la Prehistoria hasta la &eacute,poca isl&aacute,mica. Destacan por encima de todas las colecciones la de &eacute,poca romana as&iacute, como la de f&oacute,siles.<br /><br />De la colecci&oacute,n romana cabe destacar la cantidad de restos extra&iacute,dos de las excavaciones realizadas en los &uacute,ltimos a&ntilde,os, sobre todo en el casco urbano y que documenta el asentamiento romano de &Aacute,guilas.<br /><br />&nbsp,</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00004620011_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00004620012_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00004620015_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00004620014_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/00004620013_g.jpg,,,,,,,,,
51,Museo Arqueológico Municipal de Cartagena,"C/ Ramón y Cajal, 45",30205,Cartagena,CARTAGENA,968 128 968,968 128 882,,museoarqueologico.cartagena.es/,museoarqueologico.cartagena.es/,-9.937.047.958.374.020,3.761.535.323.793.180,"<p>Una de las m&aacute,s completas muestras arqueol&oacute,gicas de la regi&oacute,n. El edificio fue construido en 1982 alrededor de una necr&oacute,polis tardorromana, que es probablemente la estructura que m&aacute,s car&aacute,cter otorga al museo.</p><p>El recorrido de la exposici&oacute,n permanente arranca en la Prehistoria y pasando por la Cultura Ib&eacute,rica encuentra en el periodo de la Romanizaci&oacute,n el grueso de la muestra, donde merece una especial rese&ntilde,a la colecci&oacute,n de epigraf&iacute,a funeraria, una de las mejores de Espa&ntilde,a.</p><p>No menos importantes son las secciones de miner&iacute,a romana, con una variada tipolog&iacute,a de productos, herramientas, y utensilios de esa &eacute,poca, o la de producciones cer&aacute,micas, fundamentalmente vajillas, que dan testimonio del intenso tr&aacute,fico comercial que mantuvo el puerto a partir del siglo II a.C.</p><p>Disfruta de una <strong>Visita Virtual al Museo Arqueol&oacute,gico Municipal de Cartagena.</strong>&nbsp,<a href='https://my.matterport.com/show/?m=8WxEBfj3Rq2&amp,mls=1'>Click aqu&iacute,</a></p><p>&nbsp,</p>",http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-51-1p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-51-8p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-51-4p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-51-3p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-51-2p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-51-7p_g.jpg,http://www.murciaturistica.es/webs/murciaturistica/fotos/1/museos/recurso-1-51-5p_g.jpg,,,,,,,
